name	regLocation	regCapital	industry	businessScope
北京九州同映数字电影院线有限公司	北京市西城区新德街20号28幢401室(德胜园区)	300 万元	广播、电视、电影和影视录音制作业	电影发行放映；电影制作；广告设计、制作（仅限使用计算机进行制作）；组织文化艺术交流活动（不含演出）；承办展览展示；销售影视器材；影视策划。
青岛华诚影院管理有限公司	青岛市崂山区秦岭路18号内	200万元人民币	广播、电视、电影和影视录音制作业	电影放映；零售预包装食品、散装食品（现场制售）（电影放映经营许可证,食品流通许可证 有效期限以许可证为准）。设计、制作、代理发布广告，百货销售，场地租赁。（依法须经批准的项目，经相关部门批准后方可开展经营活动）。
北京九鼎万象影视投资管理有限公司	北京市海淀区善缘街1号10层2-1017	500 万元	广播、电视、电影和影视录音制作业	制作、发行 动画片；专题片；电视综艺，不得制作时政要闻及同类专题；专栏等广播电视节目业务。（广播电视节目及电视剧制作许可证有效期至2016年11月03日）。 投资管理；电脑动画设计；技术转让、技术开发；投资咨询。（依法须经批准的项目，经相关部门批准后依批准的内容开展经营活动） 
恩施州高德文化传媒有限公司	湖北省恩施市舞阳大道26号	1,100万元	广播、电视、电影和影视录音制作业	电影放映服务；文体活动策划；广告的设计、制作、代理、发布。（涉及许可经营项目，应取得相关部门许可后方可经营）
少儿影教校园电影院线（北京）有限公司	北京市海淀区西土城路2号4号楼103室	500 万元 人民币	广播、电视、电影和影视录音制作业	国产影片发行；企业策划；电脑动画设计；设计、制作、代理、发布广告；组织文化艺术交流活动（不含演出）；投资管理；技术开发、技术推广、技术咨询、技术服务。（依法须经批准的项目，经相关部门批准后依批准的内容开展经营活动。）
艺龙天成（北京）影视文化传播有限公司	北京市朝阳区向军北里28号院602室内1003号	1020 万元	广播、电视、电影和影视录音制作业	演出经纪；制作、发行动画片、专题片、电视综艺，不得制作时政新闻及同类专题、专栏等广播电视节目；互联网信息服务（不含新闻、教育、医疗保健、药品和医疗器械，含出版、电子公告服务）；批发、零售、网上销售图书、报纸、期刊、电子出版物、音像制品；利用信息网络经营演出剧（节）目，动漫产品。 设计、制作、代理、发布广告；组织文化艺术交流活动；销售电子产品、文具用品；；营销策划；企业形象策划；会议服务；雕塑艺术创作；摄影服务；经济贸易咨询；承办展览展示活动；电脑图文设计；资料编辑；技术推广服务。 依法须经批准的项目，经相关部门批准后依批准的内容开展经营活动。
中影电影数字制作基地有限公司北京影视前期制作分公司	北京市怀柔区杨宋镇凤翔科技开发区凤和一园8号3幢	None	广播、电视、电影和影视录音制作业	 影视前期制作；影视器材设备及车辆（不含九座以上客车）的租赁；影视置景、化妆、道具、特效服务；电影、电视数字制作服务；影视产品及相关衍生产品的开发及销售；影视器材设备及辅助材料、商品的销售；机械工程及自动化系统开发、应用；系统方案及技术方案的咨询服务；向影视行业提供人才服务；电影、电视数字制作技术培训；出租器材服装道具库、摄影棚、车间用房；形象设计、策划；场景、化妆造型的设计、制作；广告的设计、制作、代理、发布；仓储服务；承办会议；展览展示；组织商务参观、考察；主题公园、航空展、博物馆、科技馆的艺术创意设计、开发及制作；城市雕塑、建筑造型、园林的创意、装饰、设计及制作。（涉及专项审批项目的除外） 
中国北车集团北京南口机车车辆机械厂俱乐部	北京市昌平区南口镇中区261号	None	广播、电视、电影和影视录音制作业	电影放映
寰亚电影发行（北京）有限公司	北京市朝阳区八里庄东里1号CF30-B	100 万元 人民币	广播、电视、电影和影视录音制作业	国产影片发行；影视制作咨询；影视策划；演出活动策划；影片版权代理。
北京市中人影视制作有限公司	北京市西城区木樨地南里1号29号乙楼中大物业204房	200 万元	广播、电视、电影和影视录音制作业	电影制作及销售，组织文化艺术交流活动，舞台、音响设备租赁，购销五金交电、百货、工艺美术品、电子计算机及外部设备、机械电器设备
北京为民电影放映队	怀柔区怀北镇西庄村	None	广播、电视、电影和影视录音制作业	电影放映（未取得专项审批前，不得从事经营活动）。
保利影业投资有限公司北京龙旗广场影城	北京市昌平区回龙观镇黄平路19号院3号楼三层F3-001	None	广播、电视、电影和影视录音制作业	电影放映（电影放映经营许可证有效期至2016年02月29日）；零售预包装食品；经济信息咨询（不含中介服务）；设计、制作、代理、发布广告；租赁影视器材。（零售预包装食品以及依法须经批准的项目，经相关部门批准后依批准的内容开展经营活动。）
北京一呼百应数字传媒文化有限公司	北京市北京经济技术开发区文化园东路6号1幢三层A306	300 万元 人民币	广播、电视、电影和影视录音制作业	组织文化艺术交流活动（演出除外）；影视策划；企业形象策划；表演培训；承包展览展示活动、会议服务；家庭劳务服务；计算机系统集成；动漫设计；电脑图文设计、制作；设计、制作、代理、发布广告；影视技术咨询；计算机软件开发；市场调查；设备租赁（不含行政许可的项目）。（依法须经批准的项目，经相关部门批准后依批准的内容开展经营活动。）
铭泽影业（北京）有限公司	北京市朝阳区北辰东路8号7号楼7层708室	500 万元 人民币	广播、电视、电影和影视录音制作业	电影发行；项目投资；技术推广服务；组织文化艺术交流活动（不含演出）；企业管理；企业策划；经济贸易咨询；设计、制作、代理、发布广告；会议服务；承办展览展示活动；销售包装材料、化妆品、五金交电、机械设备、针纺织品、日用品、服装、鞋帽、文具用品、工艺品、电子产品、钟表、珠宝首饰。（依法须经批准的项目，经相关部门批准后依批准的内容开展经营活动。）
重庆市涪陵区电影发行放映公司	重庆市涪陵人民东路28号	151.0	广播、电视、电影和影视录音制作业	电影发行,放映,激光视盘发行,放映,录像发行,放映；歌舞厅(限分支机构经营)；零售：预包装食品（限分支机构经营）****电影器材,设备及修理,五金,百货,交电,化工(不含化学危险品),钟表修理,日用杂品,针纺织品,家具,工艺美术品,电脑及相关产品，电脑维修**
